car_id,brand,model,year,fuel_type,transmission,body_type,color,engine_cc,mileage_kmpl,kms_driven,owners,seats,seller_type,condition,city,price
419,Kia,Niro,2021,Diesel,AMT,Hatchback,Green,1199,12.4,3256,2,2,Individual,Excellent,Jaipur,866000
420,Hyundai,i20,2022,Diesel,Manual,MUV,Yellow,1197,24.2,121572,2,2,Certified Pre-Owned,Good,Ahmedabad,951000
421,Volkswagen,Polo,2016,Petrol,Automatic,Coupe,White,2393,22.3,142196,2,7,Individual,Good,Chennai,657000
422,Mahindra,Scorpio,2023,Hybrid,Automatic,Hatchback,Silver,2000,20.1,10714,1,5,Individual,Good,Lucknow,736000
423,Honda,Jazz,2020,Petrol,Manual,MUV,Yellow,1598,22.2,84007,1,7,Certified Pre-Owned,Excellent,Hyderabad,696000
424,Hyundai,Aura,2020,Diesel,Automatic,Hatchback,Green,2393,22.1,76615,1,8,Certified Pre-Owned,Good,Jaipur,1338000
425,Hyundai,Tucson,2022,Petrol,Manual,Sedan,Blue,1197,25.7,29366,2,4,Dealer,Excellent,Chennai,1282000
426,Maruti,Wagon R,2021,Hybrid,Automatic,Sedan,Green,2694,24.4,76419,1,5,Individual,Good,Mumbai,857000
427,Renault,Zoe,2021,Diesel,Automatic,SUV,Green,1999,12.4,143777,1,7,Certified Pre-Owned,Good,Jaipur,733000
428,Tata,Altroz,2018,Diesel,DCT,Hatchback,Black,1197,27.5,42150,2,7,Individual,Excellent,Bangalore,991000
429,Tata,Safari,2018,Petrol,DCT,Coupe,Black,2000,15.7,53780,2,5,Individual,Excellent,Bangalore,539000
430,Mahindra,Alturas,2023,Hybrid,Automatic,Hatchback,White,800,27.5,120072,3,5,Individual,Poor,Bangalore,977000
431,Renault,Zoe,2019,Diesel,Manual,Coupe,Black,2755,10.7,88784,2,4,Certified Pre-Owned,Good,Ahmedabad,539000
432,Hyundai,Venue,2015,Petrol,AMT,MUV,Grey,2393,26.8,51157,2,7,Dealer,Excellent,Lucknow,383000
433,Maruti,Baleno,2023,CNG,Automatic,Hatchback,Orange,1461,12.7,134101,3,8,Individual,Excellent,Pune,716000
434,Mahindra,Marazzo,2020,Petrol,Manual,SUV,Green,1197,24.5,108949,2,7,Certified Pre-Owned,Excellent,Ahmedabad,1514000
435,Kia,Telluride,2017,CNG,Automatic,Sedan,Red,1000,10.1,87927,1,2,Individual,Good,Jaipur,655000
436,Toyota,Hilux,2017,Diesel,Automatic,Sedan,Red,2694,20.5,145192,1,7,Dealer,Fair,Chennai,981000
437,Volkswagen,Virtus,2015,CNG,Manual,SUV,Green,800,12.1,109355,1,7,Dealer,Good,Chennai,407000
438,Hyundai,Ioniq 5,2020,Diesel,Automatic,SUV,Green,2694,14.7,134355,2,5,Certified Pre-Owned,Fair,Pune,924000
439,Tata,Punch,2022,Electric,Manual,Sedan,White,1598,13.5,12770,1,5,Individual,Good,Pune,1408000
440,Hyundai,Ioniq 5,2017,Diesel,CVT,Convertible,Blue,2694,12.6,25122,1,8,Individual,Good,Pune,449000
441,Toyota,Yaris,2022,Petrol,CVT,Sedan,Silver,1461,18.3,49392,2,5,Dealer,Excellent,Hyderabad,825000
442,Tata,Nexon,2022,Petrol,Automatic,Sedan,Green,2179,24.7,45143,2,5,Certified Pre-Owned,Good,Pune,630000
443,Tata,Tiago,2019,Petrol,Manual,Hatchback,Brown,2393,17.8,20377,1,4,Certified Pre-Owned,Fair,Delhi,455000
444,Maruti,S-Cross,2024,Petrol,Manual,SUV,White,1999,26.2,25297,2,7,Dealer,Excellent,Mumbai,516000
445,Mahindra,Scorpio,2016,Petrol,Automatic,SUV,Yellow,1000,24.8,63392,1,5,Individual,Good,Jaipur,845000
446,Renault,Duster,2018,Hybrid,Manual,Coupe,White,1398,22.6,132171,3,4,Certified Pre-Owned,Excellent,Hyderabad,271000
447,Hyundai,Verna,2020,Hybrid,Manual,Coupe,Red,1498,23.7,32405,1,5,Individual,Excellent,Pune,1560000
448,Renault,Kwid,2016,Petrol,Manual,SUV,Green,2694,17.7,59211,2,7,Certified Pre-Owned,Good,Ahmedabad,413000
449,Volkswagen,T-Roc,2017,Petrol,Automatic,Convertible,Silver,2179,20.6,31252,1,2,Individual,Good,Delhi,525000
450,Tata,Harrier,2020,Hybrid,Manual,Coupe,Brown,2393,24.2,130838,1,7,Dealer,Excellent,Kolkata,1059000
451,Kia,Sportage,2022,Diesel,DCT,MUV,Orange,1498,14.2,28321,1,4,Individual,Excellent,Ahmedabad,1774000
452,Maruti,Baleno,2015,CNG,Automatic,Hatchback,Black,2393,11.4,40038,1,5,Individual,Good,Pune,327000
453,Volkswagen,Touareg,2018,Petrol,Automatic,Coupe,Blue,1461,25.8,143293,1,5,Certified Pre-Owned,Excellent,Jaipur,569000
454,Volkswagen,T-Roc,2021,Petrol,Manual,Sedan,Orange,1248,22.9,43029,1,5,Certified Pre-Owned,Fair,Chennai,1143000
455,Hyundai,Ioniq 5,2022,Diesel,Automatic,Coupe,Green,1498,20.6,132824,1,7,Individual,Good,Bangalore,1032000
456,Mahindra,XUV300,2020,Petrol,Automatic,Sedan,Grey,1461,11.8,7051,2,8,Individual,Fair,Lucknow,743000
457,Mahindra,Marazzo,2020,Petrol,Manual,Sedan,Blue,800,19.7,79930,1,5,Certified Pre-Owned,Excellent,Delhi,467000
458,Kia,EV9,2023,Electric,Manual,Convertible,Green,1999,11.8,99021,2,8,Certified Pre-Owned,Excellent,Pune,1243000
459,Honda,CR-V,2022,Diesel,AMT,SUV,Black,2694,25.3,52889,1,5,Certified Pre-Owned,Excellent,Kolkata,840000
460,Toyota,Innova,2019,Hybrid,Manual,Sedan,Yellow,1000,20.2,24833,2,7,Certified Pre-Owned,Poor,Lucknow,1251000
461,Kia,EV6,2020,CNG,Automatic,SUV,Orange,1248,21.2,82143,1,2,Individual,Good,Jaipur,784000
462,Renault,Kiger,2015,Diesel,Automatic,Sedan,Yellow,2755,20.2,70237,3,2,Individual,Excellent,Ahmedabad,291000
463,Renault,Duster,2020,Diesel,Manual,Convertible,Blue,2694,15.2,53361,3,7,Individual,Good,Delhi,321000
464,Ford,Aspire,2021,Petrol,Manual,Hatchback,Red,1199,12.9,114329,1,5,Individual,Good,Jaipur,649000
465,Toyota,Camry,2023,Petrol,AMT,Convertible,Green,2755,27.2,82288,2,5,Dealer,Excellent,Delhi,3025000
466,Hyundai,i10,2017,Petrol,Automatic,Coupe,Silver,1199,20.8,137693,1,5,Certified Pre-Owned,Good,Lucknow,910000
467,Mahindra,KUV100,2024,Diesel,AMT,Convertible,Red,1498,17.4,45915,1,7,Individual,Excellent,Delhi,2356000
468,Maruti,Ciaz,2023,Petrol,CVT,SUV,Orange,1398,18.6,72806,3,5,Individual,Good,Hyderabad,509000
469,Toyota,Innova,2024,Petrol,Automatic,Hatchback,Red,1598,25.6,95120,3,5,Individual,Good,Chennai,2726000
470,Kia,Seltos,2021,Electric,CVT,SUV,Silver,2393,10.6,115040,2,2,Dealer,Excellent,Bangalore,1418000
471,Volkswagen,Touareg,2021,Electric,Manual,MUV,Silver,1498,22.5,17397,1,8,Dealer,Good,Jaipur,1892000
472,Tata,Curvv,2017,Petrol,Manual,SUV,Grey,2694,20.7,65432,1,5,Certified Pre-Owned,Excellent,Bangalore,558000
473,Mahindra,Alturas,2022,Electric,Manual,Sedan,Yellow,1461,25.8,22124,1,5,Individual,Fair,Hyderabad,2085000
474,Ford,Aspire,2015,Hybrid,CVT,Convertible,Yellow,800,17.2,121221,1,5,Certified Pre-Owned,Excellent,Delhi,612000
475,Toyota,Glanza,2016,Hybrid,Manual,Coupe,Silver,1000,14.0,118936,2,4,Dealer,Good,Kolkata,569000
476,Toyota,Camry,2022,Petrol,Manual,Sedan,Yellow,2393,12.6,49640,1,2,Dealer,Poor,Chennai,1102000
477,Toyota,Urban Cruiser,2024,Diesel,Manual,Coupe,Green,2000,13.8,84736,4,2,Dealer,Excellent,Bangalore,1534000
478,Kia,EV9,2019,Petrol,Automatic,Hatchback,Grey,1248,27.6,11930,1,2,Dealer,Good,Pune,1010000
479,Tata,Sierra,2015,Diesel,Manual,Coupe,Green,1197,14.7,23500,1,2,Individual,Fair,Bangalore,331000
480,Tata,Curvv,2019,Diesel,CVT,SUV,Blue,1398,23.3,135521,1,5,Certified Pre-Owned,Fair,Chennai,657000
481,Tata,Sierra,2022,Petrol,Manual,Sedan,Black,800,17.9,122456,1,4,Dealer,Good,Bangalore,1497000
482,Renault,Logan,2022,Diesel,AMT,Sedan,Silver,1999,26.0,47357,3,7,Individual,Excellent,Chennai,667000
483,Ford,EcoSport,2023,CNG,Manual,Hatchback,Red,1461,16.7,6805,1,5,Individual,Good,Pune,2405000
484,Hyundai,Aura,2017,Petrol,Automatic,Convertible,Green,2000,21.2,1521,1,5,Individual,Good,Chennai,744000
485,Ford,Figo,2018,Electric,AMT,SUV,Grey,1197,14.3,99979,1,7,Dealer,Good,Jaipur,1471000
486,Kia,Sonet,2015,Electric,Manual,MUV,Blue,2179,24.5,31615,1,2,Certified Pre-Owned,Fair,Bangalore,409000
487,Ford,Figo,2020,Diesel,AMT,Coupe,Red,1000,23.6,124895,1,2,Individual,Good,Kolkata,1685000
488,Ford,Figo,2021,Diesel,Manual,Coupe,Grey,1248,18.4,129845,1,5,Individual,Good,Bangalore,570000
489,Volkswagen,Tiguan,2017,Hybrid,Automatic,SUV,Red,1598,11.9,12511,2,5,Certified Pre-Owned,Good,Lucknow,805000
490,Hyundai,Alcazar,2024,CNG,Manual,Coupe,Silver,800,11.5,47068,2,2,Certified Pre-Owned,Excellent,Ahmedabad,1919000
491,Toyota,Yaris,2024,Diesel,AMT,MUV,Yellow,2694,22.1,55330,1,7,Individual,Excellent,Bangalore,2279000
492,Maruti,Swift,2021,Petrol,Manual,MUV,Green,2179,22.1,127591,1,8,Certified Pre-Owned,Good,Lucknow,656000
493,Kia,Carens,2016,Petrol,Manual,Hatchback,White,2000,14.4,54848,1,5,Certified Pre-Owned,Poor,Mumbai,582000
494,Renault,Duster,2016,Petrol,Automatic,MUV,Brown,800,25.5,116723,4,4,Dealer,Excellent,Bangalore,266000
495,Honda,Elevate,2024,CNG,Manual,SUV,White,800,18.8,108969,3,7,Dealer,Good,Kolkata,860000
496,Ford,Puma,2022,Petrol,Manual,Hatchback,Brown,2755,18.5,70214,3,2,Certified Pre-Owned,Excellent,Delhi,1276000
497,Mahindra,Alturas,2021,Petrol,Manual,Sedan,Green,2755,20.8,57593,2,8,Individual,Good,Jaipur,1507000
498,Volkswagen,Taigun,2019,Diesel,Manual,MUV,Grey,2000,18.7,54318,1,5,Individual,Fair,Bangalore,684000
499,Tata,Avinya,2022,Petrol,Manual,MUV,Blue,1398,22.2,4752,1,7,Dealer,Excellent,Mumbai,685000
500,Renault,Kwid,2016,Petrol,Manual,Sedan,Silver,2393,25.8,89213,2,5,Certified Pre-Owned,Excellent,Chennai,238000
